NAME,MLST ST (Klebsiella pneumoniae (Pasteur)),MLST PROFILE (Klebsiella pneumoniae (Pasteur)),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus,Predicted capsule (K locus) type,O locus,Predicted O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
SAMEA10303304,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN34998786,39,2_1_2_4_9_1_14,25197,0_0_107_0_9_1_0_0_0_0,39,39,IncFIB(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 13; ICEKp2 (431-2LV),-,-
SAMEA10303298,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10634101,39,2_1_2_4_9_1_14,40178,0_0_107_0_1_3_0_0_0_0,39,39,IncFIA(pBK30683); IncFIB(K)(pCAV1099-114); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10303307,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10634229,39,2_1_2_4_9_1_14,40201,0_0_107_0_1_19_0_0_0_0,39,39,Col(pHAD28); IncR,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10303296,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10634129,39,2_1_2_4_9_1_14,40175,0_0_107_0_4_0_1_0_2_0,39,39,IncFIB(K)(pCAV1099-114),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10302645,39,2_1_2_4_9_1_14,39975,0_0_107_1_0_0_4_4_0_0,39,10192,Col(pHAD28); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10303396,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10417037,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMD00397289,39,2_1_2_4_9_1_14,38429,0_0_107_0_1_7_0_2_0_0,39,39,IncFIA(HI1); IncFIB(K); IncFII; IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (280-2LV),-,-
SAMEA10303339,39,2_1_2_4_9_1_14,40120,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10303312,39,2_1_2_4_9_1_14,40110,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA114111191,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncM2,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110984,39,2_1_2_4_9_1_14,43128,0_0_107_0_4_0_1_3_5_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111250,39,2_1_2_4_9_1_14,43173,0_0_107_0_4_0_1_3_12_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111009,39,2_1_2_4_9_1_14,43100,0_0_107_2_1_0_0_2_0_0,39,10195,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K); IncFII(K); IncFII(pBK30683); IncR,KL149,unknown (KL149),OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111073,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111045,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111246,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111114,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA111267179,39,2_1_2_4_9_1_14,40587,0_0_107_0_2_1_0_1_0_0,39,39,IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111108,39,2_1_2_4_9_1_14,43147,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111180,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); repB(R1701),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934643,39,2_1_2_4_9_1_14,42670,0_0_107_0_0_0_0_6_2_0,39,39,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111026,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245639,39,2_1_2_4_9_1_14,43347,0_0_107_0_0_0_0_2_5_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110982,39,2_1_2_4_9_1_14,43127,0_0_107_0_4_0_1_3_4_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111037,39,2_1_2_4_9_1_14,43136,0_0_107_0_1_18_0_0_1_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114110994,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111185,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111128,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110973,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111159,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111193,39,2_1_2_4_9_1_14,43162,0_0_107_0_4_0_1_3_10_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pRSB107),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934649,39,2_1_2_4_9_1_14,6173,0_0_107_0_0_0_0_0_4_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111221,39,2_1_2_4_9_1_14,43165,0_0_107_0_4_0_1_3_11_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110972,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934676,39,2_1_2_4_9_1_14,6920,0_0_107_0_0_0_0_0_3_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111139,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111183,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111186,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245617,39,2_1_2_4_9_1_14,43322,0_0_107_0_0_0_0_18_0_0,39,39,IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111195,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111223,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111032,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245670,39,2_1_2_4_9_1_14,43368,0_0_107_0_0_0_0_14_0_0,39,39,ColRNAI; ColpVC; IncC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111056,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934686,39,2_1_2_4_9_1_14,42674,0_0_107_0_0_0_2_0_0_0,39,39,ColRNAI; IncFIB(K); IncFII(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,O2β,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111064,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111040,39,2_1_2_4_9_1_14,43137,0_0_107_0_4_0_1_3_8_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934648,39,2_1_2_4_9_1_14,42670,0_0_107_0_0_0_0_6_2_0,39,39,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111140,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col440I; Col440II; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934693,39,2_1_2_4_9_1_14,42702,0_0_107_0_0_0_3_0_1_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL13,O13,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111258,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111091,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934703,39,2_1_2_4_9_1_14,42706,0_0_107_0_0_0_3_0_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL13,O13,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110996,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245698,39,2_1_2_4_9_1_14,43379,0_0_107_0_0_0_0_16_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); IncFII(pSE11); p0111,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111233,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934674,39,2_1_2_4_9_1_14,42688,0_0_107_0_0_0_0_11_0_0,39,39,ColRNAI; IncC; IncFIA(pBK30683); IncFIB(K); IncFIB(pKPHS1); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2α",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111226,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110914,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111182,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111291,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111058,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111063,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110981,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111065,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN29478280,39,2_1_2_4_9_1_14,46256,0_0_107_0_1_9_11_0_0_0,39,39,IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111145,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111220,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111238,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColRNAI; ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111142,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111160,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934672,39,2_1_2_4_9_1_14,42689,0_0_107_0_0_0_0_13_0_0,39,39,ColRNAI; IncC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL23,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111007,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110974,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111301,39,2_1_2_4_9_1_14,43186,0_0_107_1_0_0_4_5_2_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFII(K); repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114245680,39,2_1_2_4_9_1_14,43370,0_0_107_0_0_0_0_19_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); IncX4,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (truncated) (151-2LV),-,-
SAMEA114111209,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934654,39,2_1_2_4_9_1_14,6633,0_0_107_0_0_0_0_0_2_0,39,39,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110923,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110978,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111294,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111161,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111272,39,2_1_2_4_9_1_14,43179,0_0_107_1_0_0_4_5_1_0,39,10192,ColpVC; IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA113934664,39,2_1_2_4_9_1_14,6633,0_0_107_0_0_0_0_0_2_0,39,39,ColRNAI; IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111181,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); repB(R1701),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMN36470479,39,2_1_2_4_9_1_14,47784,0_0_107_0_0_0_0_9_1_0,39,39,Col156; ColRNAI; IncFIB(pKPHS1); IncHI1B(pNDM-MAR); IncX3,KL23,K23,OL2α.2,"O1αβ,2α",4,iuc 1 (95),,0,ybt 14; ICEKp5 (151),-,-
SAMEA10303190,39,2_1_2_4_9_1_14,38075,0_0_107_0_4_0_1_0_1_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA12999622,39,2_1_2_4_9_1_14,43947,0_0_107_0_1_3_0_2_0_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (595),-,-
SAMEA12109446,39,2_1_2_4_9_1_14,38075,0_0_107_0_4_0_1_0_1_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109308,39,2_1_2_4_9_1_14,43621,0_0_107_1_0_0_18_0_0_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA113605564,39,2_1_2_4_9_1_14,15521,0_0_107_0_4_0_6_0_0_0,39,39,Col440I; IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109450,39,2_1_2_4_9_1_14,38075,0_0_107_0_4_0_1_0_1_0,39,39,Col(pHAD28); Col440II--Col440II; IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10303293,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10303051,39,2_1_2_4_9_1_14,40074,0_0_107_1_0_0_4_0_1_0,39,10192,IncFIA(pBK30683); IncFIB(K)--IncFII(pKP91),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 10; ICEKp4 (78),-,-
SAMEA12109367,39,2_1_2_4_9_1_14,40074,0_0_107_1_0_0_4_0_1_0,39,10192,IncFIA(pBK30683); IncFIB(K)--IncFII(pKP91),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 10; ICEKp4 (78),-,-
SAMEA12109376,39,2_1_2_4_9_1_14,43636,0_0_107_0_1_3_0_1_0_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (595),-,-
SAMEA10303414,39,2_1_2_4_9_1_14,40110,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA12999619,39,2_1_2_4_9_1_14,43947,0_0_107_0_1_3_0_2_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL23,K23,OL2α.2,O2β,1,0,,0,ybt 14; ICEKp5 (595),-,-
